chrom,start,end,symbol,distance_to_TSS
chr5,134268955,134269352,PCBD2,445
chr5,134390178,134390689,PITX1,7378
chr5,134410368,134410750,PITX1,12748
chr5,134410990,134411782,PITX1,13575
chr5,134773948,134774241,H2AFY,10619
chr5,134774243,134774409,H2AFY,10851
chr5,134783687,134784357,H2AFY,20547
chr5,137046752,137047158,hsa-mir-874,35719
chr5,137047160,137047665,hsa-mir-874,36176
chr5,137172445,137172914,NPY6R,1319
chr5,137178875,137179195,NPY6R,7675
chr5,137179197,137179989,NPY6R,8233
chr5,137196835,137197669,NPY6R,25892
chr5,137230546,137231152,MYOT,609
chr5,137252133,137252782,PKD2L2,566
chr5,137257278,137257973,PKD2L2,4602
chr5,137833577,137833799,EGR1,4609
chr5,137833966,137834193,EGR1,5000
chr5,138088221,138088740,CTNNA1,28525
chr5,138511617,138512460,SIL1,49925
chr5,138818558,138819192,U5,7381
chr5,138852027,138852612,TMEM173,9844
chr5,138852614,138853187,TMEM173,10425
chr5,139003209,139003661,CXXC5,4694
chr5,139003954,139004405,CXXC5,3950
chr5,139017802,139018476,CXXC5,10010
chr5,139020550,139021053,CXXC5,12672
chr5,139168924,139169454,PSD2,13600
chr5,140884649,140884998,AC008781.7,45757
chr5,141032618,141033350,ARAP3,8999
chr5,141190605,141191239,PCDH1,47228
chr5,141192869,141193283,PCDH1,45074
chr5,141238982,141239453,PCDH1,1067
chr5,141323851,141324485,RNF14,2452
chr5,141329763,141330536,RNF14,3529
chr5,141639942,141640442,SPRY4,44557
chr5,141640641,141641318,SPRY4,43770
chr5,141641320,141641724,SPRY4,43227
chr5,141655789,141656261,SPRY4,28724
chr5,141686280,141686689,SPRY4,1735
chr5,141871325,141871695,AC005215.2,22583
chr5,141871697,141872278,AC005215.2,22106
chr5,142073232,142073681,FGF1,15656
chr5,143183690,143184484,HMHB1,12169
chr5,143187730,143188513,HMHB1,16203
chr5,145272355,145273117,SH3RF2,23598
chr5,145305471,145306009,SH3RF2,9406
chr5,145306011,145306317,SH3RF2,9830
chr5,147555914,147556608,SPINK6,6335
chr5,147620952,147621348,AC011346.5,7465
chr5,147665688,147666259,SPINK7,6209
chr5,147758149,147758483,FBXO38,14578
chr5,148509883,148510297,ABLIM3,8844
chr5,148544049,148544523,ABLIM3,43040
chr5,148741932,148742364,IL17B,3118
chr5,148747646,148748216,IL17B,8901
chr5,148992051,148992558,AC116360.3-1,25808
chr5,149039796,149040410,AC022100.7-1,15611
chr5,149041907,149042573,AC022100.7-1,13474
chr5,149264083,149264817,Y_RNA,35436
chr5,149621587,149622207,CAMK2A,28149
chr5,149710021,149710813,TCOF1,7010
chr5,149859380,149859817,NDST1,21024
chr5,150408095,150408938,GPX3,28108
chr5,150438268,150438924,TNIP1,2593
chr5,150575084,150575816,CCDC69,8396
chr5,153760519,153761086,AC008625.5-1,9208
chr5,153761088,153761477,AC008625.5-1,9688
chr5,154060980,154061355,AC008379.7-1,3884
chr5,154115828,154116422,AC008379.7-2,37684
chr5,154189669,154190437,C5orf4,20352
chr5,154202597,154203489,C5orf4,7362
chr5,154204346,154204921,C5orf4,5772
chr5,154383938,154384573,AC008410.6,211
chr5,154428297,154429150,AC008410.6,44257
chr5,156686293,156686607,C5orf40,18856
chr5,157039167,157039924,C5orf52,8689
chr5,157104423,157105119,LSM11,1435
chr5,157272395,157273027,AC008677.5-1,18416
chr5,159309161,159309701,ADRA1B,33114
chr5,159324627,159325052,Y_RNA,43190
chr5,159526591,159527452,FABP6,19930
chr5,159529356,159529891,FABP6,17328
chr5,159542357,159543058,FABP6,4244
chr5,159602230,159602789,AC112191.2,48909
chr5,159646521,159646997,AC112191.2,4659
chr5,159647157,159647759,AC112191.2,3960
chr5,167656296,167657350,WWC1,5154
chr5,167666693,167667137,WWC1,15246
chr5,167677279,167677685,WWC1,25813
chr5,167677687,167678055,WWC1,26202
chr5,167684348,167684924,WWC1,32967
chr5,167707407,167707987,AC026689.6,41592
chr5,167711379,167712212,AC026689.6,37494
chr5,167712797,167713263,AC026689.6,36259
chr5,168582143,168582865,AC112165.2,37122
chr5,169667187,169667710,AC034199.6-2,4849
chr5,170106401,170106962,GABRP,35593
chr5,170109417,170109856,GABRP,32638
chr5,171106322,171106836,C5orf50,38901
chr5,171369043,171369831,FBXW11,2956
chr5,171369833,171370010,FBXW11,3440
chr5,171595139,171595795,SNORA57,16619
chr5,171929972,171930475,AC027309.3,38817
chr5,171954034,171954465,AC027309.3,14791
chr5,172048582,172048952,NEURL1B,47887
chr5,172224211,172225054,ERGIC1,30705
chr5,172279443,172279989,AC008429.6-2,39269
chr5,172292067,172292367,AC008429.6-2,26768
chr5,172315266,172316012,AC008429.6-2,3346
chr5,172561514,172561963,AC008412.8-1,1899
chr5,172561965,172562692,AC008412.8-1,1309
chr5,172950727,172951094,FAM44B,25351
chr5,173445946,173446682,AC093310.1,40985
chr5,173842109,173842598,AC108104.2,30563
chr5,173851015,173851554,AC108104.2,21632
chr5,173851687,173852267,AC108104.2,20939
chr5,173892186,173892699,AC108104.2,19526
chr5,174374505,174375458,AC008413.7,19642
chr5,175138800,175138931,CPLX2,17350
chr5,175138933,175139260,CPLX2,17119
chr5,175775500,175775854,CLTB,468
chr5,175778004,175778492,CLTB,2103
chr5,175973388,175973900,GPRIN1,3908
chr5,176169193,176169471,UNC5A,833
chr5,176169473,176169801,UNC5A,528
chr5,176173994,176174876,UNC5A,4270
chr5,176206208,176206749,UNC5A,36313
chr5,176229373,176230036,HK3,29234
chr5,176346588,176347223,UIMC1,19452
chr5,176382974,176383850,ZNF346,1110
chr5,176426889,176427654,FGFR4,19249
chr5,176431513,176431831,FGFR4,14848
chr5,176661524,176661921,RAB24,1627
chr5,176663988,176664457,PRELID1,782
chr5,176749411,176749631,SLC34A1,5481
chr5,176749992,176750563,SLC34A1,6237
chr5,176839013,176839458,DBN1,5965
chr5,176876718,176877159,DDX41,366
chr5,177356062,177357338,PROP1,852
chr5,177359175,177359913,PROP1,3696
chr5,177435853,177435960,AC136632.3-2,20911
chr5,177435962,177436196,AC136632.3-2,21084
chr5,177440211,177440709,AC136632.3-2,25465
chr5,177441249,177441753,AC136632.3-2,26506
chr5,177473857,177474244,AC136632.3-3,889
chr5,177475824,177476004,AC136632.3-3,2753
chr5,177476925,177477284,AC136632.3-3,3943
chr5,177483884,177484277,RMND5B,6522
chr5,177484279,177484315,RMND5B,6305
chr5,177484317,177484419,RMND5B,6234
chr5,177484421,177484473,RMND5B,6155
chr5,177484475,177484727,RMND5B,6001
chr5,177505570,177506067,NHP2,7748
chr5,177556417,177557384,HNRNPAB,7213
chr5,177609723,177610475,AGXT2L2,17708
chr5,177778853,177779401,AC008659.5-1,41597
chr5,178002114,178002553,CLK4,15674
chr5,178198879,178199304,ZNF354B,20468
chr5,178336106,178336866,GRM6,18243
chr5,178401624,178402292,ZNF354C,18063
chr5,178428730,178429360,ZNF354C,9024
chr5,179444932,179445283,AC122713.2,1540
chr5,179688365,179688805,GFPT2,24345
chr5,179955224,179955753,SCGB3A1,4343
chr5,179961839,179962281,SCGB3A1,10915
chr5,180006603,180007351,FLT4,2228
chr6,324473,324939,IRF4,12053
chr6,562662,563218,HUS1B,39003
chr6,1471007,1471534,AL512329.17-2,3126
chr6,1522662,1523476,AL034344.24-1,18778
chr6,1554037,1554453,FOXC1,1434
chr6,1585548,1586042,AL034344.24-2,22792
chr6,2848497,2848946,SERPINB9,216
chr6,3171864,3172379,TUBB2B,748
chr6,3663482,3663877,C6orf145,33292
chr6,3693460,3694053,C6orf145,3215
chr6,3732656,3733428,RP11-420L9.2,33711
chr6,4342587,4343276,5S_rRNA,30264
chr6,4347089,4347343,5S_rRNA,25979
chr6,4347762,4348193,5S_rRNA,25218
chr6,4421205,4421640,5S_rRNA,48227
chr6,6693502,6694293,RP11-320C15.1,46736
chr6,7007691,7008081,RREB1,44942
chr6,7066754,7067515,AL355336.15-1,13917
chr6,7101588,7102172,Y_RNA,31037
chr6,7143204,7143934,Y_RNA,10652
chr6,7146427,7146756,Y_RNA,13674
chr6,7146758,7146832,Y_RNA,13878
chr6,7363311,7364228,RIOK1,28709
chr6,7364230,7364650,RIOK1,29380
chr6,7364652,7364775,RIOK1,29653
chr6,7506610,7507042,DSP,19958
chr6,7605396,7606253,RP3-336K20__B.2,40171
chr6,7625656,7626588,BMP6,45887
chr6,10356664,10357523,AL354868.10-1,26839
chr6,10424764,10425263,RP1-290I10.2,49787
chr6,10531481,10531862,TFAP2A,3889
chr6,10706248,10706982,RP11-360O19.5,23170
chr6,11154943,11155637,ELOVL2,2681
chr6,11161651,11162393,ELOVL2,9413
chr6,11175299,11176448,AL121955.20,11360
chr6,12396455,12397096,EDN1,1823
chr6,12432201,12433000,RP3-451B15.3,4930
chr6,12439511,12440125,RP3-451B15.3,12148
chr6,12440127,12440556,RP3-451B15.3,12671
chr6,12451999,12452639,RP3-451B15.3,24649
chr6,12491638,12492170,7SK,23094
chr6,12827101,12827872,PHACTR1,1668
chr6,12898245,12898854,AL354680.14,36657
chr6,13343495,13343984,U1,21473
chr6,13563799,13564624,AL591969.4,13430
chr6,13683064,13683447,SIRT5,444
chr6,13833874,13834462,RANBP9,14237
chr6,13855881,13856355,RANBP9,36187
chr6,14727711,14728356,U6,26711
chr6,15173760,15174527,RP1-190J20.2,38277
chr6,15198163,15198747,RP1-190J20.2,13965
chr6,15267634,15268261,AL050335.32-2,12572
chr6,15329718,15330959,JARID2,24167
chr6,15359495,15360040,JARID2,5262
chr6,15782758,15783488,DTNBP1,11874
chr6,16238896,16239262,MYLIP,1784
chr6,16270942,16271835,RP1-13D10.3,583
chr6,16276535,16277162,RP1-13D10.4,2967
chr6,17420041,17420588,RBM24,30523
chr6,17501251,17501706,CAP2,236
chr6,17501968,17502873,CAP2,706
chr6,18112256,18112920,KIF13A,16756
chr6,18163689,18164576,AL589723.7,2537
chr6,18230741,18231354,NHLRC1,232
chr6,18636284,18636811,hsa-mir-548a-1,43446
chr6,19490669,19491305,RP11-686D16.2,34597
chr6,20194201,20194942,AL008627.1,43422
chr6,20291287,20291514,MBOAT1,29248
chr6,20291516,20291805,MBOAT1,28988
chr6,20308914,20309630,MBOAT1,11376
chr6,20318335,20319097,MBOAT1,1932
chr6,20399851,20400463,AL158198.14,9919
chr6,20649666,20650308,CDKAL1,7321
chr6,23223409,23224061,U6,9558
chr6,24457991,24459067,KAAG1,6580
chr6,24461213,24461864,KAAG1,3571
chr6,24561978,24562754,GPLD1,35462
chr6,24658040,24658799,RP11-252E3.2,47799
chr6,24693955,24694821,RP11-252E3.2,11830
chr6,24971279,24972188,FAM65B,47440
chr6,25415154,25415868,Y_RNA,19772
chr6,26099935,26100619,HIST1H1PS2,24308
chr6,26211712,26212439,HIST1H4C,7
chr6,26265558,26265822,HIST1H2BD,637
chr6,26265824,26265892,HIST1H2BD,469
chr6,26396190,26397002,HIST1H4H,2856
chr6,26404135,26404563,HIST1H4H,10609
chr6,26404565,26404648,HIST1H4H,10866
chr6,26404650,26404919,HIST1H4H,11044
chr6,27209658,27210097,HIST1H2AG,1078
chr6,27644259,27644997,XXbac-BPG34I8.3,7127
chr6,27874633,27875560,HIST1H4PS1,7718
chr6,27912870,27913198,HIST1H2AK,1061
chr6,28155601,28156166,ZNF165,1333
chr6,28483075,28484034,ZSCAN12,8065
chr6,29603617,29604108,GPR53P,10680
chr6,29604110,29604476,GPR53P,10249
chr6,30827253,30827881,IER3,7262
chr6,30828144,30828626,IER3,8080
chr6,30866682,30867182,AL662797.7,39482
chr6,31585603,31586385,AL663061.8-1,10085
chr6,31805479,31805860,DDAH2,349
chr6,31886101,31886959,LSM2,3809
chr6,32186414,32186993,TNXB,1573
chr6,32243196,32243695,EGFL8,3086
chr6,32629752,32630591,HLA-DRB5,24150
chr6,32635229,32635983,HLA-DRB5,29585
chr6,32638597,32639399,HLA-DRB1,26592
chr6,32642302,32643388,HLA-DRB1,22745
chr6,32656823,32657401,HLA-DRB1,8478
chr6,33793028,33793777,C6orf125,5921
chr6,33808173,33808669,IP6K3,14318
chr6,33820052,33820486,IP6K3,2470
chr6,33837816,33838390,IP6K3,15364
chr6,33876603,33876913,MLN,3012
chr6,33892636,33893150,MLN,13123
chr6,33928803,33929221,MLN,49242
chr6,34063995,34064417,hsa-mir-1275,11599
chr6,34064419,34064552,hsa-mir-1275,11320
chr6,34224999,34225818,GRM4,5736
chr6,34612463,34612605,SPDEF,19534
chr6,34612607,34612888,SPDEF,19321
chr6,34626689,34627139,SPDEF,5154
chr6,34628928,34629370,SPDEF,2919
chr6,34798935,34799251,RP11-140K17.2,7726
chr6,34799253,34799601,RP11-140K17.2,8060
chr6,34910863,34911456,Y_RNA,13960
chr6,35317230,35317695,ZNF76,17964
chr6,35369030,35369986,DEF6,4064
chr6,35369988,35370462,DEF6,3347
chr6,35370464,35370974,DEF6,2853
chr6,35379982,35380712,DEF6,6775
chr6,35388297,35388511,DEF6,14832
chr6,35388513,35389347,DEF6,15358
chr6,35432828,35433270,PPARD,14737
chr6,35478427,35478835,MKRNP2,40167
chr6,35560562,35561318,TEAD3,11898
chr6,35840331,35840773,RP3-510O8.3,1110
chr6,35858193,35859026,C6orf127,1803
chr6,35980353,35981305,SRPK1,16112
chr6,36001829,36002167,SRPK1,5057
chr6,36180970,36181621,Z95152.1-1,13226
chr6,36193773,36194971,MAPK13,11867
chr6,36196731,36197111,MAPK13,9318
chr6,36197793,36198363,MAPK13,8161
chr6,36198365,36198905,MAPK13,7604
chr6,36669287,36669814,SFRS3,593
chr6,36831356,36832004,Z85996.1-2,1474
chr6,36860195,36860543,Z85996.1-2,27215
chr6,36900632,36901274,CPNE5,14802
chr6,37099211,37099892,FGD2,18152
chr6,37792068,37792671,MDGA1,18626
chr6,38614325,38615092,Y_RNA,26995
chr6,38867848,38868566,RP1-217P22.2,29549
chr6,38901135,38901856,SNORA8,3322
chr6,39067164,39067675,RP1-202I21.3,48319
chr6,39342592,39343151,KCNK5,37643
chr6,39349503,39349917,KCNK17,40503
chr6,39350399,39351159,KCNK17,39434
chr6,39351186,39351778,KCNK17,38731
chr6,39998958,39999341,MOCS1,11079
chr6,39999343,39999621,MOCS1,10746
chr6,40000840,40001310,MOCS1,9153
chr6,40423325,40423863,AL139275.30,8128
chr6,40466265,40466656,AL591063.6-2,12407
chr6,40527857,40528147,AL591063.6-1,44432
chr6,42150917,42151723,TAF8,25092
chr6,42170543,42171518,C6orf132,9614
chr6,42198490,42198883,C6orf132,18042
chr6,42204697,42205404,AL512274.9,13284
chr6,42242578,42243002,RP1-139D8.6,11534
chr6,42302128,42303144,MRPS10,9056
chr6,42303146,42303976,MRPS10,9981
chr6,42623223,42623480,UBR2,16426
chr6,42623482,42623651,UBR2,16211
chr6,42953264,42953874,RPL7L1,1781
chr6,43113507,43114145,AL136304.10-2,1289
chr6,43114447,43114962,AL136304.10-2,2167
chr6,43343335,43343740,TTBK1,24338
chr6,43410883,43411351,RP11-480N24.4,7268
chr6,43412822,43413544,RP11-480N24.4,9334
chr6,43567537,43568425,RP3-337H4.1,14693
chr6,43753020,43753687,MRPS18A,10152
chr6,43790043,43790581,RP1-261G23.4,7847
chr6,43799338,43799726,RP1-261G23.4,17067
chr6,43836315,43837164,AL136131.15-2,8182
chr6,43880431,43881124,VEGF,34852
chr6,43882099,43882570,VEGF,36409
chr6,44027363,44027870,C6orf223,48700
chr6,44127746,44128175,AL109615.42-1,37462
chr6,44185982,44186568,AL109615.42-2,16423
chr6,44299299,44299895,SLC29A1,4378
chr6,44313637,44314279,HSP90AB1,8843
chr6,44333297,44333651,SLC35B2,206
chr6,44333653,44333971,SLC35B2,544
chr6,45751493,45751892,AL161907.17,29874
chr6,46600621,46601481,RCAN2,33384
chr6,46874683,46875296,MEP1A,5937
chr6,47050503,47051014,GPR116,20120
chr6,47123153,47123716,GPR110,5394
chr6,49617471,49618114,C6orf141,8554
chr6,51502008,51502647,AL445529.14,7974
chr6,52561843,52562368,TRAM2,12285
chr6,52584555,52585080,TRAM2,34997
chr6,52718162,52718937,RP1-152L7.6,1137
chr6,53106351,53107105,AL512347.14,13957
chr6,53209288,53209875,RP1-34L19.2,528
chr6,53212085,53212814,RP1-34L19.2,3396
chr6,53299693,53299983,RPS16P5,10264
chr6,53437348,53437695,AL591034.5-2,8318
chr6,53437697,53438282,AL591034.5-2,8786
chr6,53438284,53438461,AL591034.5-2,9169
chr6,53438463,53439247,AL591034.5-2,9652
chr6,53769019,53769432,LRRC1,1489
chr6,53783932,53784456,LRRC1,16458
chr6,53784458,53785297,LRRC1,17141
chr6,53987056,53988151,RP11-411K7.2,1930
chr6,56262839,56263456,RP11-323I14__A.1,13595
chr6,64202879,64203503,RP3-407E4.4,5438
chr6,64265906,64266594,AL390854.15,18253
chr6,64339671,64340103,PTP4A1,9
chr6,71888381,71888972,AL096709.11-1,4852
chr6,73387604,73388104,KCNQ5,386
chr6,73388106,73388312,KCNQ5,31
chr6,73794429,73795346,RP11-380M3.3,26653
chr6,73798339,73798829,RP11-380M3.3,22956
chr6,78418189,78418774,AL591500.6,38626
chr6,79677595,79678326,IRAK1BP1,44053
chr6,83028059,83028698,RP3-492P14.2,3031
chr6,83130983,83131664,TPBG,1066
chr6,83856480,83857134,AL139333.10,17397
chr6,87544063,87544931,RP1-253B10.2,9129
chr6,88174360,88175012,C6orf165,247
chr6,90289010,90289943,SRP_euk_arch,44898
chr6,99858023,99858679,C6orf168,45662
chr6,100673697,100674442,AL080285.6,16688
chr6,106173492,106174282,RP3-359N14.1,47006
chr6,106182893,106183821,RP3-359N14.1,37536
chr6,106689151,106690359,PRDM1,48868
chr6,109051737,109052598,RP11-697G4.3,5987
chr6,109135330,109135979,Z95118.1,43897
chr6,109144870,109145773,Z95118.1,34230
chr6,109163224,109163711,Z95118.1,16084
chr6,109379549,109380252,RP11-249L21.4,44132
chr6,109383016,109383619,RP11-249L21.4,47549
chr6,109383621,109383728,RP11-249L21.4,47906
chr6,110937518,110938525,SLC22A16,33485
chr6,110982961,110983606,RP11-346C16.4,7227
chr6,110985083,110985839,RP11-346C16.4,5049
chr6,112020654,112021265,TRAF3IP2,13054
chr6,112446948,112447445,WISP3,34774
chr6,113958668,113959286,AL513123.10,16096
chr6,116985600,116986401,BET3L,12631
chr6,122179994,122180933,RP3-438G17.1,41144
chr6,125517654,125518390,TPD52L1,1339
chr6,125560618,125561402,TPD52L1,44327
chr6,126349643,126350001,TRMT11,554
chr6,133028773,133029603,RP1-55C23.4,8528
chr6,134253821,134254465,TCF21,2175
chr6,134254467,134255196,TCF21,2863
chr6,134479926,134480573,HMGA1L7,1929
chr6,134957662,134958662,RP11-557H15.1,9369
chr6,135509456,135510158,MYB,34338
chr6,135545313,135545745,MYB,1384
chr6,135573994,135574521,hsa-mir-548a-2,27733
chr6,135617005,135617666,hsa-mir-548a-2,15345
chr6,135620750,135621302,hsa-mir-548a-2,19036
chr6,135621753,135622551,hsa-mir-548a-2,20162
chr6,138385695,138386524,RP11-240M16.2,28010
chr6,138918265,138919131,NHSL1,16042
chr6,138945086,138945956,NHSL1,10781
chr6,148996349,148997236,RP11-461H3.2,13736
chr6,149133512,149133797,UST,23490
chr6,149133799,149133890,UST,23680
chr6,149442796,149443622,RP11-365H23.1,32291
chr6,149790713,149791203,SUMO4,27771
chr6,150080072,150080792,LATS1,652
chr6,150704827,150705599,AL357561.19-1,1638
chr6,151937401,151937997,U6,41007
chr6,151978659,151979734,U6,490
chr6,151996423,151996793,U6,17902
chr6,151996795,151997223,U6,18303
chr6,152020715,152021152,ESR1,32390
chr6,152021154,152021559,ESR1,31967
chr6,152027178,152027885,ESR1,25792
chr6,152169942,152170292,AL356311.6,1904
chr6,152170294,152170307,AL356311.6,2087
chr6,152170309,152170335,AL356311.6,2109
chr6,152170337,152170837,AL356311.6,2374
chr6,153422609,153423259,AL080276.9,7645
chr6,154402030,154402679,OPRM1,219
chr6,154530454,154530978,RP11-317B3.2,49040
chr6,154829028,154829459,MAGI1,44201
chr6,155262781,155263613,AL121952.18-2,19090
chr6,157115491,157116281,ARID1B,24869
chr6,157157744,157158420,ARID1B,17327
chr6,157185689,157186227,ARID1B,45203
chr6,158680106,158680846,TULP4,26797
chr6,159045526,159046061,RP11-507C10.4,21506
chr6,159046327,159047165,RP11-507C10.4,20553
chr6,159048015,159048770,RP11-507C10.4,18907
chr6,159176077,159176801,VIL2,16008
chr6,159282168,159283060,U6,15024
chr6,160421958,160422692,AL353625.5,12116
chr6,161272591,161273099,RP11-235G24.2,26054
chr6,164155513,164155897,SRP_euk_arch,25877
chr6,164182250,164182769,SRP_euk_arch,927
chr6,166399631,166400457,RP11-459F1.3,2270
chr6,166715639,166715954,BRP44L,679
chr6,166835868,166836500,hsa-mir-1913,6726
chr6,166845757,166846761,hsa-mir-1913,3349
chr6,166961346,166961877,RP3-427A4.2,41657
chr6,166961907,166962488,RP3-427A4.2,42243
chr6,167283870,167284751,AL133458.19,4922
chr6,167338831,167339456,CCR6,6261
chr6,167453834,167454386,GPR31,37696
chr6,167684602,167685522,RP3-366N23.4,4113
chr6,167894411,167895237,AL009178.4,17266
chr6,167941414,167942048,C6orf123,1344
chr6,168008021,168008604,MLLT4,37793
chr6,168454464,168455026,DACT2,8537
chr6,168596550,168597162,SMOC2,12177
chr6,169366843,169367860,THBS2,28710
chr6,169867187,169867885,PHF10,1511
chr7,530646,531183,PDGFA,4456
chr7,809344,809992,UNC84A,13109
chr7,873607,873952,C7orf20,8937
chr7,873954,874045,C7orf20,8717
chr7,874047,874244,C7orf20,8571
chr7,888433,888855,C7orf20,5928
chr7,894298,894951,C7orf20,11908
chr7,907476,907967,C7orf20,25005
chr7,971336,971930,COX19,10127
chr7,1034968,1035558,hsa-mir-339,6076
chr7,1257674,1258243,UNCX,18924
chr7,1441516,1442196,MICALL2,23778
chr7,1522520,1523421,INTS1,12199
chr7,1543126,1543455,MAFK,6397
chr7,1543457,1543546,MAFK,6608
chr7,1543548,1543846,MAFK,6804
chr7,1565045,1565500,TMEM184A,2681
chr7,1720012,1720442,AC074389.6,19741
chr7,1894992,1895750,AC104129.4,43910
chr7,1899775,1900411,AC104129.4,48632
chr7,2388758,2389283,EIF3S9,28021
chr7,2431373,2432014,AC004840.4,12230
chr7,2443355,2443711,AC004840.4,390
chr7,2446767,2447156,AC004840.4,3038
chr7,2447158,2447184,AC004840.4,3248
chr7,2447186,2447596,AC004840.4,3468
chr7,2494869,2495476,LFNG,23516
chr7,2545413,2545662,AC092488.3,11581
chr7,2549803,2550234,AC092488.3,7100
chr7,2693399,2694065,AMZ1,8044
chr7,2694183,2694599,AMZ1,8703
chr7,2695131,2695810,AMZ1,9782
chr7,2722173,2722544,AMZ1,36670
chr7,2817185,2818041,AC006028.11,24167
chr7,3267266,3268098,SDK1,39923
chr7,3436536,3437337,AC069286.7,11712
chr7,3438117,3439002,AC069286.7,13335
chr7,4689251,4690035,FOXK1,1188
chr7,4690037,4690412,FOXK1,1769
chr7,4712501,4713305,AC072054.10,17267
chr7,4759909,4760339,KIAA0415,21665
chr7,4830989,4831625,Y_RNA,13862
chr7,4838020,4838369,Y_RNA,20749
chr7,4838371,4838674,Y_RNA,21077
chr7,5092880,5093546,AC092028.4,30031
chr7,5424689,5425100,AC093620.3,2508
chr7,5495001,5495764,AC092171.4,3831
chr7,5527444,5527878,FBXL18,4016
chr7,5530493,5530794,ACTB,6114
chr7,5565102,5565436,AC006483.5,1630
chr7,5655162,5655715,AC006483.3,41996
chr7,5673362,5674170,AC006483.3,23668
chr7,5870888,5871671,SRP_euk_arch,6927
chr7,6338489,6339291,AC009412.5,16224
chr7,6391937,6392412,RAC1,11524
chr7,6441803,6442342,DAGLB,12037
chr7,6636440,6637102,ZNF316,11794
chr7,7327848,7328600,AC079448.1,28561
chr7,7562922,7563695,MIOS,9722
chr7,8002555,8003437,AC006042.8,16529
chr7,11267431,11268129,AC004538.2,3094
chr7,12601360,12601853,SCIN,24737
chr7,16427508,16428034,AC004741.2,300
chr7,16791815,16792471,AC073333.5,3247
chr7,16886598,16887541,AGR3,1068
chr7,18048610,18049252,AC080080.5,15005
chr7,19086110,19086782,TWIST1,37373
chr7,21914700,21915354,CDCA7L,37199
chr7,21915356,21915734,CDCA7L,36681
chr7,22395731,22396197,RAPGEF5,32677
chr7,23340939,23341476,C7orf30,35743
chr7,24719141,24719770,DFNA5,44708
chr7,24719772,24720121,DFNA5,44217
chr7,25031136,25031911,OSBPL3,45239
chr7,26369664,26370517,AC004540.1,34785
chr7,26559852,26560273,KIAA0087,15301
chr7,26564334,26565408,KIAA0087,20110
chr7,26596639,26597222,AC003999.3,47084
chr7,27283518,27284406,AC004996.1,8108
chr7,27743613,27744258,TAX1BP1,2303
chr7,28108842,28109380,U6,15251
chr7,29953257,29953752,AC004912.2,34836
chr7,30166040,30167014,C7orf41,25451
chr7,30295810,30296336,hsa-mir-550-1,139
chr7,32686839,32687414,AC018645.4-1,37455
chr7,32739105,32739650,hsa-mir-550-2,260
chr7,33186123,33186683,5S_rRNA,2527
chr7,33226226,33227050,5S_rRNA,42762
chr7,33851944,33853177,AC008080.1-1,38643
chr7,34728741,34729406,AC005174.1-1,30487
chr7,34754394,34754898,AC005174.1-1,4914
chr7,35031861,35032366,DPY19L1,12064
chr7,35295189,35296229,TBX20,35427
chr7,36091042,36091618,AC083864.2,6112
chr7,36301255,36301757,Y_RNA,42405
chr7,39630065,39630572,RALA,632
chr7,40100140,40100517,Y_RNA,34027
chr7,43267290,43268010,AC004692.2,12632
chr7,43545519,43546139,STK17A,43387
chr7,43858118,43858717,MRPS24,17252
chr7,43860914,43861414,MRPS24,14505
chr7,43861416,43862014,MRPS24,13954
chr7,43862324,43862900,MRPS24,13057
chr7,43863103,43863736,MRPS24,12250
chr7,43871100,43872160,MRPS24,4039
chr7,43886810,43887350,MRPS24,11411
chr7,44156551,44157126,MYL7,9398
chr7,44159649,44160183,MYL7,12476
chr7,44186422,44187147,GCK,8778
chr7,44187149,44187219,GCK,8378
chr7,44187221,44187255,GCK,8324
chr7,44187257,44187440,GCK,8214
chr7,44230982,44231750,YKT6,24264
chr7,44289268,44289680,CAMK2B,42274
chr7,44289736,44290290,CAMK2B,41735
chr7,44770518,44771147,ZMIZ2,15778
chr7,44831833,44832195,H2AFV,22240
chr7,45549620,45550084,ADCY1,30793
chr7,45886429,45886958,IGFBP1,7790
chr7,47538555,47539267,TNS3,49304
chr7,47544870,47545526,TNS3,43017
chr7,47547920,47548687,TNS3,39912
chr7,47581921,47582445,TNS3,6032
chr7,47582447,47582840,TNS3,5572
chr7,47582842,47583140,TNS3,5224
chr7,47589719,47590273,TNS3,1781
chr7,47750408,47751022,AC019066.6,18772
chr7,50806429,50807208,GRB10,21833
chr7,51392143,51392973,COBL,40569
chr7,55028224,55029015,EGFR,25599
chr7,55758988,55759579,FKBP9L,24943
chr7,55999955,56000621,GBAS,499
chr7,62139262,62139956,U6,30228
chr7,63498090,63499089,AC022202.12,43899
chr7,63696887,63697718,AC016769.10,29086
chr7,63697720,63697934,AC016769.10,29611
chr7,63697936,63698455,AC016769.10,29979
chr7,63709194,63709842,AC016769.10,41302
chr7,63711724,63712324,AC016769.10,43808
chr7,63729000,63729978,ZNF588,34456
chr7,63730020,63730621,ZNF588,33625
chr7,63734275,63734967,ZNF588,29324
chr7,63736944,63738048,ZNF588,26449
chr7,63752707,63753049,ZNF588,11067
chr7,63756168,63756648,ZNF588,7537
chr7,63918113,63918955,ZNF138,26294
chr7,64040306,64040879,ZNF273,39538
chr7,64044117,64044603,ZNF273,43306
chr7,65116346,65117095,GUSB,32040
chr7,65349763,65350196,TPST1,42231
chr7,65602220,65603163,AC008267.6-3,5207
